paper,year,link
"W. Gurnee, N. Nanda, M. Pauly, K. Harvey, D. Troitskii, and D. Bertsimas. Finding neurons in a haystack:
Case studies with sparse probing. Transactions on Machine Learning Research, 2023. ISSN 2835-8856.
URL https://openreview.net/forum?id=JYs1R9IMJr.",2023,https://openreview.net/forum?id=JYs1R9IMJr.
"W. Gurnee, T. Horsley, Z. C. Guo, T. R. Kheirkhah, Q. Sun, W. Hathaway, N. Nanda, and D. Bertsimas.
Universal neurons in gpt2 language models, 2024.",2024,
"K. Guu, A. Webson, E. Pavlick, L. Dixon, I. Tenney, and T. Bolukbasi. Simfluence: Modeling the influence of
individual training examples by simulating training runs. Arxiv, 2023. URL https://arxiv.org/abs/23
03.08114.",2023,"https://arxiv.org/abs/23
03.08114."
"Z. Hammoudeh and D. Lowd. Training data influence analysis and estimation: A survey, 2022.",2022,
"X. Han, B. C. Wallace, and Y. Tsvetkov. Explaining black box predictions and unveiling data artifacts
through influence functions. In D. Jurafsky, J. Chai, N. Schluter, and J. Tetreault (eds.), Proceedings
of the 58th Annual Meeting of the Association for Computational Linguistics, pp. 5553–5563, Online,
July 2020. Association for Computational Linguistics. doi: 10.18653/v1/2020.acl-main.492. URL
https://aclanthology.org/2020.acl-main.492.",2020,https://aclanthology.org/2020.acl-main.492.
"Z. Han, C. Gao, J. Liu, J. Zhang, and S. Q. Zhang. Parameter-efficient fine-tuning for large models: A comprehensive survey, 2024.",2024,
"M. Hanna, O. Liu, and A. Variengien. How does GPT-2 compute greater-than?: Interpreting mathematical
abilities in a pre-trained language model. In A. Oh, T. Neumann, A. Globerson, K. Saenko, M. Hardt, and
S. Levine (eds.), Advances in Neural Information Processing Systems, volume 36, pp. 76033–76060. Curran
Associates, Inc., 2023. URL https://papers.nips.cc/paper_files/paper/2023/hash/efbba7719cc
5172d175240f24be11280-Abstract-Conference.html.",2023,"https://papers.nips.cc/paper_files/paper/2023/hash/efbba7719cc
5172d175240f24be11280-Abstract-Conference.html."
"M. Hanna, S. Pezzelle, and Y. Belinkov. Have faith in faithfulness: Going beyond circuit overlap when finding
model mechanisms, 2024. URL https://arxiv.org/abs/2403.17806.",2024,https://arxiv.org/abs/2403.17806.
"P. Hase, M. Bansal, B. Kim, and A. Ghandeharioun. Does localization inform editing? surprising differences in
causality-based localization vs. knowledge editing in language models. In A. Oh, T. Neumann, A. Globerson,
K. Saenko, M. Hardt, and S. Levine (eds.), Advances in Neural Information Processing Systems, volume 36,
pp. 17643–17668. Curran Associates, Inc., 2023. URL https://proceedings.neurips.cc/paper_fil
es/paper/2023/file/3927bbdcf0e8d1fa8aa23c26f358a281-Paper-Conference.pdf.",2023,"https://proceedings.neurips.cc/paper_fil
es/paper/2023/file/3927bbdcf0e8d1fa8aa23c26f358a281-Paper-Conference.pdf."
"A. Haviv, I. Cohen, J. Gidron, R. Schuster, Y. Goldberg, and M. Geva. Understanding transformer memorization
recall through idioms. In A. Vlachos and I. Augenstein (eds.), Proceedings of the 17th Conference of the
European Chapter of the Association for Computational Linguistics, pp. 248–264, Dubrovnik, Croatia, May
2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.eacl-main.19. URL https:
//aclanthology.org/2023.eacl-main.19.",2023,"https:
//aclanthology.org/2023.eacl-main.19."
"Z. He, X. Ge, Q. Tang, T. Sun, Q. Cheng, and X. Qiu. Dictionary learning improves patch-free circuit discovery
in mechanistic interpretability: A case study on othello-gpt. ArXiv, abs/2402.12201, 2024. URL https:
//api.semanticscholar.org/CorpusID:267751496.",2024,"https:
//api.semanticscholar.org/CorpusID:267751496."
"S. Heimersheim and J. Janiak. A circuit for python docstrings in a 4-layer attention-only transformer. AI
Alignment Forum, 2023. URL https://www.alignmentforum.org/posts/u6KXXmKFbXfWzoAXn/a-cir
cuit-for-python-docstrings-in-a-4-layer-attention-only.",2023,"https://www.alignmentforum.org/posts/u6KXXmKFbXfWzoAXn/a-cir
cuit-for-python-docstrings-in-a-4-layer-attention-only."
"S. Heimersheim and N. Nanda. How to use and interpret activation patching. Arxiv, 2024. URL https:
//arxiv.org/abs/2404.15255.",2024,"https:
//arxiv.org/abs/2404.15255."
"S. Heimersheim and A. Turner. Residual stream norms grow exponentially over the forward pass. AI Alignment
Forum, 2023. URL https://www.alignmentforum.org/posts/8mizBCm3dyc432nK8/residual-strea
m-norms-grow-exponentially-over-the-forward.",2023,"https://www.alignmentforum.org/posts/8mizBCm3dyc432nK8/residual-strea
m-norms-grow-exponentially-over-the-forward."
"R. Hendel, M. Geva, and A. Globerson. In-context learning creates task vectors. Arxiv, 2023. URL https:
//arxiv.org/abs/2310.15916.",2023,"https:
//arxiv.org/abs/2310.15916."
"E. Hernandez, A. S. Sharma, T. Haklay, K. Meng, M. Wattenberg, J. Andreas, Y. Belinkov, and D. Bau. Linearity of relation decoding in transformer language models. In The Twelfth International Conference on
Learning Representations, 2024. URL https://openreview.net/forum?id=w7LU2s14kE.",2024,https://openreview.net/forum?id=w7LU2s14kE.
"J. Hewitt and P. Liang. Designing and interpreting probes with control tasks. In K. Inui, J. Jiang, V. Ng, and
X. Wan (eds.), Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing
and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP), pp. 2733–
2743, Hong Kong, China, November 2019. Association for Computational Linguistics. doi: 10.18653/v1/
D19-1275. URL https://aclanthology.org/D19-1275.",2019,https://aclanthology.org/D19-1275.
"J. Hewitt and C. D. Manning. A structural probe for finding syntax in word representations. In J. Burstein,
C. Doran, and T. Solorio (eds.), Proceedings of the 2019 Conference of the North American Chapter of
the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short
Papers), pp. 4129–4138, Minneapolis, Minnesota, June 2019. Association for Computational Linguistics.
doi: 10.18653/v1/N19-1419. URL https://aclanthology.org/N19-1419.",2019,https://aclanthology.org/N19-1419.
"J. Hewitt, J. Thickstun, C. Manning, and P. Liang. Backpack language models. In A. Rogers, J. Boyd-Graber,
and N. Okazaki (eds.), Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 9103–9125, Toronto, Canada, July 2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.acl-long.506. URL https://aclanthology.org/2023.acl-l
ong.506.",2023,"https://aclanthology.org/2023.acl-l
ong.506."
"A. Himmi, G. Staerman, M. Picot, P. Colombo, and N. M. Guerreiro. Enhanced hallucination detection in
neural machine translation through simple detector aggregation, 2024.",2024,
"J. Hoffmann, S. Borgeaud, A. Mensch, E. Buchatskaya, T. Cai, E. Rutherford, D. de Las Casas, L. A. Hendricks, J. Welbl, A. Clark, T. Hennigan, E. Noland, K. Millican, G. van den Driessche, B. Damoc, A. Guy,
S. Osindero, K. Simonyan, E. Elsen, O. Vinyals, J. Rae, and L. Sifre. An empirical analysis of computeoptimal large language model training. In S. Koyejo, S. Mohamed, A. Agarwal, D. Belgrave, K. Cho, and
A. Oh (eds.), Advances in Neural Information Processing Systems, volume 35, pp. 30016–30030. Curran
Associates, Inc., 2022. URL https://proceedings.neurips.cc/paper_files/paper/2022/hash/c1e
2faff6f588870935f114ebe04a3e5-Abstract-Conference.html.",2022,"https://proceedings.neurips.cc/paper_files/paper/2022/hash/c1e
2faff6f588870935f114ebe04a3e5-Abstract-Conference.html."
"A. Holtzman, P. West, V. Shwartz, Y. Choi, and L. Zettlemoyer. Surface form competition: Why the highest
probability answer isn’t always right. In M.-F. Moens, X. Huang, L. Specia, and S. W.-t. Yih (eds.), Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing, pp. 7038–7051,
Online and Punta Cana, Dominican Republic, November 2021. Association for Computational Linguistics.
doi: 10.18653/v1/2021.emnlp-main.564. URL https://aclanthology.org/2021.emnlp-main.564.",2021,https://aclanthology.org/2021.emnlp-main.564.
"B. Hoover, H. Strobelt, and S. Gehrmann. exBERT: A Visual Analysis Tool to Explore Learned Representations
in Transformer Models. In A. Celikyilmaz and T.-H. Wen (eds.), Proceedings of the 58th Annual Meeting
of the Association for Computational Linguistics: System Demonstrations, pp. 187–196, Online, July 2020.
Association for Computational Linguistics. doi: 10.18653/v1/2020.acl-demos.22. URL https://aclant
hology.org/2020.acl-demos.22.",2020,"https://aclant
hology.org/2020.acl-demos.22."
"P. M. Htut, J. Phang, S. Bordia, and S. R. Bowman. Do attention heads in bert track syntactic dependencies?
Arxiv, 2019. URL https://arxiv.org/abs/1911.12246.",2019,https://arxiv.org/abs/1911.12246.
"J. Huang, A. Geiger, K. D’Oosterlinck, Z. Wu, and C. Potts. Rigorously assessing natural language explanations
of neurons. In Y. Belinkov, S. Hao, J. Jumelet, N. Kim, A. McCarthy, and H. Mohebbi (eds.), Proceedings
of the 6th BlackboxNLP Workshop: Analyzing and Interpreting Neural Networks for NLP, pp. 317–331,
Singapore, December 2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.blackboxn
lp-1.24. URL https://aclanthology.org/2023.blackboxnlp-1.24.",2023,https://aclanthology.org/2023.blackboxnlp-1.24.
"J. Huang, Z. Wu, C. Potts, M. Geva, and A. Geiger. Ravel: Evaluating interpretability methods on disentangling
language model representations, 2024a. URL https://arxiv.org/abs/2402.17700.",,https://arxiv.org/abs/2402.17700.
"Y. Huang, S. Hu, X. Han, Z. Liu, and M. Sun. Unified view of grokking, double descent and emergent abilities:
A perspective from circuits competition, 2024b.",,
"N. Hudson, J. G. Pauloski, M. Baughman, A. Kamatar, M. Sakarvadia, L. Ward, R. Chard, A. Bauer,
M. Levental, W. Wang, W. Engler, O. P. Skelly, B. Blaiszik, R. Stevens, K. Chard, and I. Foster. Trillion parameter ai serving infrastructure for scientific discovery: A survey and vision. Arxiv, 2024. URL
https://arxiv.org/abs/2402.03480.",2024,https://arxiv.org/abs/2402.03480.
"D. Hupkes, S. Veldhoen, and W. Zuidema. Visualisation and ‘diagnostic classifiers’ reveal how recurrent and
recursive neural networks process hierarchical structure. Journal of Artificial Intelligence Research, 61(1):
907–926, 2018. ISSN 1076-9757.",2018,
"S. Jain, R. Kirk, E. S. Lubana, R. P. Dick, H. Tanaka, T. Rocktäschel, E. Grefenstette, and D. Krueger. What
happens when you fine-tuning your model? mechanistic analysis of procedurally generated tasks. In The
Twelfth International Conference on Learning Representations, 2024. URL https://openreview.net/f
orum?id=A0HKeKl4Nl.",2024,"https://openreview.net/f
orum?id=A0HKeKl4Nl."
"S. Jain and B. C. Wallace. Attention is not Explanation. In J. Burstein, C. Doran, and T. Solorio (eds.),
Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational
Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers), pp. 3543–3556, Minneapolis, Minnesota, June 2019. Association for Computational Linguistics. doi: 10.18653/v1/N19-1357. URL
https://aclanthology.org/N19-1357.",2019,https://aclanthology.org/N19-1357.
"S. Jastrz˛ebski, D. Arpit, N. Ballas, V. Verma, T. Che, and Y. Bengio. Residual connections encourage iterative
inference, 2018.",2018,
"A. Jermyn and A. Templeton. Circuits updates - jnauary 2024. ghost grads: An improvement on resampling.
Transformer Circuits Thread, 2024. URL https://transformer-circuits.pub/2024/jan-update/in
dex.html.",2024,"https://transformer-circuits.pub/2024/jan-update/in
dex.html."
"Z. Ji, N. Lee, R. Frieske, T. Yu, D. Su, Y. Xu, E. Ishii, Y. J. Bang, A. Madotto, and P. Fung. Survey of
hallucination in natural language generation. ACM Computing Surveys, 55(12), mar 2023. ISSN 0360-0300.
doi: 10.1145/3571730. URL https://doi.org/10.1145/3571730.",2023,https://doi.org/10.1145/3571730.
"Y. Jiang, G. Rajendran, P. Ravikumar, B. Aragam, and V. Veitch. On the origins of linear representations in
large language models, 2024.",2024,
"S. Joseph. Vit prisma: A mechanistic interpretability library for vision transformers. GitHub repository, 2023.
URL https://github.com/soniajoseph/vit-prisma.",2023,https://github.com/soniajoseph/vit-prisma.
"G. Kamradt. Needle in a haystack - pressure testing llms. Github Repository, 2023. URL https://github.c
om/gkamradt/LLMTest_NeedleInAHaystack.",2023,"https://github.c
om/gkamradt/LLMTest_NeedleInAHaystack."
"J. Kaplan, S. McCandlish, T. Henighan, T. B. Brown, B. Chess, R. Child, S. Gray, A. Radford, J. Wu, and
D. Amodei. Scaling laws for neural language models, 2020. URL https://arxiv.org/abs/2001.08361.",2020,https://arxiv.org/abs/2001.08361.
"S. Katz and Y. Belinkov. VISIT: Visualizing and interpreting the semantic information flow of transformers. In
H. Bouamor, J. Pino, and K. Bali (eds.), Findings of the Association for Computational Linguistics: EMNLP
2023, pp. 14094–14113, Singapore, December 2023. Association for Computational Linguistics. doi: 10.1
8653/v1/2023.findings-emnlp.939. URL https://aclanthology.org/2023.findings-emnlp.939.",2023,https://aclanthology.org/2023.findings-emnlp.939.
"S. Katz, Y. Belinkov, M. Geva, and L. Wolf. Backward lens: Projecting language model gradients into the
vocabulary space, 2024.",2024,
"B. Kim, M. Wattenberg, J. Gilmer, C. Cai, J. Wexler, F. Viegas, and R. sayres. Interpretability beyond feature
attribution: Quantitative testing with concept activation vectors (TCAV). In J. Dy and A. Krause (eds.), Proceedings of the 35th International Conference on Machine Learning, volume 80 of Proceedings of Machine
Learning Research, pp. 2668–2677. PMLR, 2018. URL https://proceedings.mlr.press/v80/kim18d
.html.",2018,"https://proceedings.mlr.press/v80/kim18d
.html."
"C. Kissane, R. Krzyzanowski, A. Conmy, and N. Nanda. Sparse autoencoders work on attention layer outputs.
AI Alignment Forum, 2024a. URL https://www.alignmentforum.org/posts/DtdzGwFh9dCfsekZZ.",,https://www.alignmentforum.org/posts/DtdzGwFh9dCfsekZZ.
"C. Kissane, R. Krzyzanowski, A. Conmy, and N. Nanda. Attention saes scale to gpt-2 small. AI Alignment
Forum, 2024b. URL https://www.alignmentforum.org/posts/FSTRedtjuHa4Gfdbr/attention-sae
s-scale-to-gpt-2-small.",,"https://www.alignmentforum.org/posts/FSTRedtjuHa4Gfdbr/attention-sae
s-scale-to-gpt-2-small."
"G. Kobayashi, T. Kuribayashi, S. Yokoi, and K. Inui. Attention is not only a weight: Analyzing transformers
with vector norms. In B. Webber, T. Cohn, Y. He, and Y. Liu (eds.), Proceedings of the 2020 Conference
on Empirical Methods in Natural Language Processing (EMNLP), pp. 7057–7075, Online, November 2020.
Association for Computational Linguistics. doi: 10.18653/v1/2020.emnlp-main.574. URL https:
//aclanthology.org/2020.emnlp-main.574.",2020,"https:
//aclanthology.org/2020.emnlp-main.574."
"G. Kobayashi, T. Kuribayashi, S. Yokoi, and K. Inui. Incorporating Residual and Normalization Layers into
Analysis of Masked Language Models. In M.-F. Moens, X. Huang, L. Specia, and S. W.-t. Yih (eds.),
Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing, pp. 4547–4568,
Online and Punta Cana, Dominican Republic, November 2021. Association for Computational Linguistics.
doi: 10.18653/v1/2021.emnlp-main.373. URL https://aclanthology.org/2021.emnlp-main.373.",2021,https://aclanthology.org/2021.emnlp-main.373.
"G. Kobayashi, T. Kuribayashi, S. Yokoi, and K. Inui. Transformer language models handle word frequency
in prediction head. In A. Rogers, J. Boyd-Graber, and N. Okazaki (eds.), Findings of the Association for
Computational Linguistics: ACL 2023, pp. 4523–4535, Toronto, Canada, July 2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.findings-acl.276. URL https://aclanthology.org/202
3.findings-acl.276.",2023,"https://aclanthology.org/202
3.findings-acl.276."
"G. Kobayashi, T. Kuribayashi, S. Yokoi, and K. Inui. Analyzing feed-forward blocks in transformers through
the lens of attention map. In The Twelfth International Conference on Learning Representations, 2024. URL
https://openreview.net/forum?id=mYWsyTuiRp.",2024,https://openreview.net/forum?id=mYWsyTuiRp.
"P. W. Koh and P. Liang. Understanding black-box predictions via influence functions. In D. Precup and
Y. W. Teh (eds.), Proceedings of the 34th International Conference on Machine Learning, volume 70 of
Proceedings of Machine Learning Research, pp. 1885–1894. PMLR, 06–11 Aug 2017. URL https://pr
oceedings.mlr.press/v70/koh17a.html.",2017,"https://pr
oceedings.mlr.press/v70/koh17a.html."
"A. Köhn. What’s in an embedding? analyzing word embeddings through multilingual evaluation. In
L. Màrquez, C. Callison-Burch, and J. Su (eds.), Proceedings of the 2015 Conference on Empirical Methods
in Natural Language Processing, pp. 2067–2073, Lisbon, Portugal, September 2015. Association for Computational Linguistics. doi: 10.18653/v1/D15-1246. URL https://aclanthology.org/D15-1246.",2015,https://aclanthology.org/D15-1246.
"N. Kokhlikyan, V. Miglani, M. Martin, E. Wang, B. Alsallakh, J. Reynolds, A. Melnikov, N. Kliushkina,
C. Araya, S. Yan, and O. Reblitz-Richardson. Captum: A unified and generic model interpretability library
for pytorch. Arxiv, 2020. URL https://arxiv.org/abs/2009.07896.",2020,https://arxiv.org/abs/2009.07896.
"O. Kovaleva, A. Romanov, A. Rogers, and A. Rumshisky. Revealing the dark secrets of BERT. In K. Inui,
J. Jiang, V. Ng, and X. Wan (eds.), Proceedings of the 2019 Conference on Empirical Methods in Natural
Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLPIJCNLP), pp. 4365–4374, Hong Kong, China, November 2019. Association for Computational Linguistics.
doi: 10.18653/v1/D19-1445. URL https://aclanthology.org/D19-1445.",2019,https://aclanthology.org/D19-1445.
"O. Kovaleva, S. Kulshreshtha, A. Rogers, and A. Rumshisky. BERT busters: Outlier dimensions that disrupt
transformers. In C. Zong, F. Xia, W. Li, and R. Navigli (eds.), Findings of the Association for Computational
Linguistics: ACL-IJCNLP 2021, pp. 3392–3405, Online, August 2021. Association for Computational Linguistics. doi: 10.18653/v1/2021.findings-acl.300. URL https://aclanthology.org/2021.findings-a
cl.300.",2021,"https://aclanthology.org/2021.findings-a
cl.300."
"J. Kramár, T. Lieberum, R. Shah, and N. Nanda. Atp*: An efficient and scalable method for localizing llm
behaviour to components, 2024. URL https://arxiv.org/abs/2403.00745.",2024,https://arxiv.org/abs/2403.00745.
"R. Krzyzanowski, C. Kissane, A. Conmy, and N. Nanda. We inspected every head in GPT-2 small using saes
so you don’t have to. AI Alignment Forum, 2024. URL https://www.alignmentforum.org/posts/xme
geW5mqiBsvoaim/we-inspected-every-head-in-gpt-2-small-using-saes-so-you-don.",2024,"https://www.alignmentforum.org/posts/xme
geW5mqiBsvoaim/we-inspected-every-head-in-gpt-2-small-using-saes-so-you-don."
"Y. Kwon, E. Wu, K. Wu, and J. Zou. Datainf: Efficiently estimating data influence in loRA-tuned LLMs
and diffusion models. In The Twelfth International Conference on Learning Representations, 2024. URL
https://openreview.net/forum?id=9m02ib92Wz.",2024,https://openreview.net/forum?id=9m02ib92Wz.
"V. Lal, A. Ma, E. Aflalo, P. Howard, A. Simoes, D. Korat, O. Pereg, G. Singer, and M. Wasserblat. InterpreT: An
interactive visualization tool for interpreting transformers. In D. Gkatzia and D. Seddah (eds.), Proceedings
of the 16th Conference of the European Chapter of the Association for Computational Linguistics: System
Demonstrations, pp. 135–142, Online, April 2021. Association for Computational Linguistics. doi: 10.186
53/v1/2021.eacl-demos.17. URL https://aclanthology.org/2021.eacl-demos.17.",2021,https://aclanthology.org/2021.eacl-demos.17.
"A. Langedijk, H. Mohebbi, G. Sarti, W. Zuidema, and J. Jumelet. Decoderlens: Layerwise interpretation of
encoder-decoder transformers. ArXiv, abs/2310.03686, 2023. URL https://api.semanticscholar.org/
CorpusID:263671583.",2023,"https://api.semanticscholar.org/
CorpusID:263671583."
"T. Lanham, A. Chen, A. Radhakrishnan, B. Steiner, C. E. Denison, D. Hernandez, D. Li, E. Durmus, E. Hubinger, J. Kernion, K. Lukovsiut.e, K. Nguyen, N. Cheng, N. Joseph, N. Schiefer, O. Rausch, R. Larson,
S. McCandlish, S. Kundu, S. Kadavath, S. Yang, T. Henighan, T. D. Maxwell, T. Telleen-Lawton, T. Hume,
Z. Hatfield-Dodds, J. Kaplan, J. Brauner, S. Bowman, and E. Perez. Measuring faithfulness in chain-ofthought reasoning. ArXiv, abs/2307.13702, 2023. URL https://api.semanticscholar.org/CorpusID:
259953372.",2023,"https://api.semanticscholar.org/CorpusID:
259953372."
"K. Leino, S. Sen, A. Datta, M. Fredrikson, and L. Li. Influence-directed explanations for deep convolutional
networks. In 2018 IEEE International Test Conference (ITC), pp. 1–8, 2018. doi: 10.1109/TEST.2018.86
24792.",2018,
"M. A. Lepori, T. Serre, and E. Pavlick. Uncovering intermediate variables in transformers using circuit probing,
2023.",2023,
"J. Li, X. Chen, E. Hovy, and D. Jurafsky. Visualizing and understanding neural models in NLP. In K. Knight,
A. Nenkova, and O. Rambow (eds.), Proceedings of the 2016 Conference of the North American Chapter
of the Association for Computational Linguistics: Human Language Technologies, pp. 681–691, San Diego,
California, June 2016. Association for Computational Linguistics. doi: 10.18653/v1/N16-1082. URL
https://aclanthology.org/N16-1082.",2016,https://aclanthology.org/N16-1082.
"J. Li, W. Monroe, and D. Jurafsky. Understanding neural networks through representation erasure, 2017.",2017,
"K. Li, O. Patel, F. Viégas, H. Pfister, and M. Wattenberg. Inference-time intervention: Eliciting truthful answers
from a language model. In Thirty-seventh Conference on Neural Information Processing Systems, 2023a.
URL https://openreview.net/forum?id=aLLuYpn83y.",,https://openreview.net/forum?id=aLLuYpn83y.
"X. L. Li, A. Holtzman, D. Fried, P. Liang, J. Eisner, T. Hashimoto, L. Zettlemoyer, and M. Lewis. Contrastive
decoding: Open-ended text generation as optimization. In A. Rogers, J. Boyd-Graber, and N. Okazaki (eds.),
Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long
Papers), pp. 12286–12312, Toronto, Canada, July 2023b. Association for Computational Linguistics. doi:
10.18653/v1/2023.acl-long.687. URL https://aclanthology.org/2023.acl-long.687.",2023,https://aclanthology.org/2023.acl-long.687.
"Z. Li, N. Zhang, Y. Yao, M. Wang, X. Chen, and H. Chen. Unveiling the pitfalls of knowledge editing for
large language models. In The Twelfth International Conference on Learning Representations, 2024. URL
https://openreview.net/forum?id=fNktD3ib16.",2024,https://openreview.net/forum?id=fNktD3ib16.
"Q. V. Liao, D. Gruen, and S. Miller. Questioning the ai: Informing design practices for explainable ai user
experiences. In Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems, CHI
’20, pp. 1–15, New York, NY, USA, 2020. Association for Computing Machinery. ISBN 9781450367080.
doi: 10.1145/3313831.3376590. URL https://doi.org/10.1145/3313831.3376590.",2020,https://doi.org/10.1145/3313831.3376590.
"T. Lieberum, M. Rahtz, J. Kramár, N. Nanda, G. Irving, R. Shah, and V. Mikulik. Does circuit analysis
interpretability scale? evidence from multiple choice capabilities in chinchilla. Arxiv, 2023. URL https:
//arxiv.org/abs/2307.09458.",2023,"https:
//arxiv.org/abs/2307.09458."
"J. Lin and J. Bloom. Announcing neuronpedia: Platform for accelerating research into sparse autoencoders. AI
Alignment Forum, 2024. URL https://www.alignmentforum.org/posts/BaEQoxHhWPrkinmxd/annou
ncing-neuronpedia-platform-for-accelerating-research.",2024,"https://www.alignmentforum.org/posts/BaEQoxHhWPrkinmxd/annou
ncing-neuronpedia-platform-for-accelerating-research."
"Y. Lin, Y. C. Tan, and R. Frank. Open sesame: Getting inside BERT’s linguistic knowledge. In T. Linzen,
G. Chrupała, Y. Belinkov, and D. Hupkes (eds.), Proceedings of the 2019 ACL Workshop BlackboxNLP: Analyzing and Interpreting Neural Networks for NLP, pp. 241–253, Florence, Italy, August 2019. Association for
Computational Linguistics. doi: 10.18653/v1/W19-4825. URL https://aclanthology.org/W19-4825.",2019,https://aclanthology.org/W19-4825.
"D. Lindner, J. Kramar, S. Farquhar, M. Rahtz, T. McGrath, and V. Mikulik. Tracr: Compiled transformers as
a laboratory for interpretability. In A. Oh, T. Neumann, A. Globerson, K. Saenko, M. Hardt, and S. Levine
(eds.), Advances in Neural Information Processing Systems, volume 36, pp. 37876–37899. Curran Associates, Inc., 2023. URL https://proceedings.neurips.cc/paper_files/paper/2023/file/771155a
baae744e08576f1f3b4b7ac0d-Paper-Conference.pdf.",2023,"https://proceedings.neurips.cc/paper_files/paper/2023/file/771155a
baae744e08576f1f3b4b7ac0d-Paper-Conference.pdf."
"Z. C. Lipton. The mythos of model interpretability: In machine learning, the concept of interpretability is both
important and slippery. Queue, 16(3):31–57, jun 2018. ISSN 1542-7730. doi: 10.1145/3236386.3241340.
URL https://doi.org/10.1145/3236386.3241340.",2018,https://doi.org/10.1145/3236386.3241340.
"N. F. Liu, M. Gardner, Y. Belinkov, M. E. Peters, and N. A. Smith. Linguistic knowledge and transferability of contextual representations. In J. Burstein, C. Doran, and T. Solorio (eds.), Proceedings of
the 2019 Conference of the North American Chapter of the Association for Computational Linguistics:
Human Language Technologies, Volume 1 (Long and Short Papers), pp. 1073–1094, Minneapolis, Minnesota, June 2019. Association for Computational Linguistics. doi: 10.18653/v1/N19-1112. URL
https://aclanthology.org/N19-1112.",2019,https://aclanthology.org/N19-1112.
"Q. Liu, Y. Chai, S. Wang, Y. Sun, K. Wang, and H. Wu. On training data influence of gpt models. Arxiv, 2024.
URL https://arxiv.org/abs/2404.07840.",2024,https://arxiv.org/abs/2404.07840.
"L. Longo, M. Brcic, F. Cabitza, J. Choi, R. Confalonieri, J. D. Ser, R. Guidotti, Y. Hayashi, F. Herrera,
A. Holzinger, R. Jiang, H. Khosravi, F. Lecue, G. Malgieri, A. Páez, W. Samek, J. Schneider, T. Speith,
and S. Stumpf. Explainable artificial intelligence (xai) 2.0: A manifesto of open challenges and interdisciplinary research directions. Information Fusion, 106:102301, 2024. ISSN 1566-2535. doi:
https://doi.org/10.1016/j.inffus.2024.102301. URL https://www.sciencedirect.com/science/
article/pii/S1566253524000794.",2024,"https://www.sciencedirect.com/science/
article/pii/S1566253524000794."
"M. Loog, T. Viering, A. Mey, J. H. Krijthe, and D. M. J. Tax. A brief prehistory of double descent. Proceedings
of the National Academy of Sciences, 117(20):10625–10626, 2020. doi: 10.1073/pnas.2001875117. URL
https://www.pnas.org/doi/abs/10.1073/pnas.2001875117.",2020,https://www.pnas.org/doi/abs/10.1073/pnas.2001875117.
"S. M. Lundberg and S.-I. Lee. A unified approach to interpreting model predictions. In I. Guyon, U. V. Luxburg,
S. Bengio, H. Wallach, R. Fergus, S. Vishwanathan, and R. Garnett (eds.), Advances in Neural Information
Processing Systems, volume 30. Curran Associates, Inc., 2017. URL https://proceedings.neurips.cc
/paper_files/paper/2017/file/8a20a8621978632d76c43dfd28b67767-Paper.pdf.",2017,"https://proceedings.neurips.cc
/paper_files/paper/2017/file/8a20a8621978632d76c43dfd28b67767-Paper.pdf."
"Z. Luo, A. Kulmizev, and X. Mao. Positional artefacts propagate through masked language model embeddings.
In C. Zong, F. Xia, W. Li, and R. Navigli (eds.), Proceedings of the 59th Annual Meeting of the Association
for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing
(Volume 1: Long Papers), pp. 5312–5327, Online, August 2021. Association for Computational Linguistics.
doi: 10.18653/v1/2021.acl-long.413. URL https://aclanthology.org/2021.acl-long.413.",2021,https://aclanthology.org/2021.acl-long.413.
"A. Lv, K. Zhang, Y. Chen, Y. Wang, L. Liu, J.-R. Wen, J. Xie, and R. Yan. Interpreting key mechanisms of
factual recall in transformer-based language models. Computing Research Repository, arXiv:2403.19521,
2024. URL https://arxiv.org/abs/2403.19521.",2024,https://arxiv.org/abs/2403.19521.
"Q. Lyu, M. Apidianaki, and C. Callison-Burch. Towards Faithful Model Explanation in NLP: A Survey.
Computational Linguistics, pp. 1–70, 01 2024. ISSN 0891-2017. doi: 10.1162/coli_a_00511. URL
https://doi.org/10.1162/coli_a_00511.",2024,https://doi.org/10.1162/coli_a_00511.
